"Category","Phase","Order","System","Project","ScopeArea","ItemType","ItemName","Action","Details","AcceptanceCriteria","Owner","TimeboxMinutes","Notes","Track","ExecutionMode","Priority","Risk","DependsOn","ProjectPath","FileTargets","Status"
"Cross-Project Review","Phase 12: Review Synthesis - Dependency Analysis","134","Debug Work","CycleBorn","Project","RoadmapItem","Task134","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task133","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 12: Review Synthesis - Dependency Analysis","135","Debug Work","VAutoTraps","Project","RoadmapItem","Task135","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task134","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 13: Debug UI & Feedback","136","Debug Work","Global","Global","FeatureItem","Task136","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task132","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 13: Debug UI & Feedback","137","Debug Work","Global","Global","FeatureItem","Task137","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task136","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 13: Debug UI & Feedback","138","Debug Work","Global","Global","FeatureItem","Task138","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task137","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 13: Debug UI & Feedback","139","Debug Work","Global","Global","FeatureItem","Task139","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task138","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 13: Debug UI & Feedback","140","Debug Work","Global","Global","FeatureItem","Task140","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task139","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 13: Debug UI & Feedback","141","Debug Work","Global","Global","FeatureItem","Task141","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task140","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 13: Debug UI & Feedback","142","Debug Work","VAutomationCore","Project","RoadmapItem","Task142","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task135","Core/**;Chat/**;Models/**;Services/**;Configuration/**;Json/**;Properties/**;PrefabGuidConverter.cs;IService.cs;MyPluginInfo.cs;VAutomationCore.csproj;Plugin.cs","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 13: Debug UI & Feedback","143","Debug Work","VAutomationCore","Project","RoadmapItem","Task143","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task142","Core/**;Chat/**;Models/**;Services/**;Configuration/**;Json/**;Properties/**;PrefabGuidConverter.cs;IService.cs;MyPluginInfo.cs;VAutomationCore.csproj;Plugin.cs","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 13: Debug UI & Feedback","144","Debug Work","Bluelock","Project","RoadmapItem","Task144","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task143","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 14: Debug Config & Customization","145","Debug Work","Global","Global","FeatureItem","Task145","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task141","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 14: Debug Config & Customization","146","Debug Work","Global","Global","FeatureItem","Task146","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task145","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 14: Debug Config & Customization","147","Debug Work","Global","Global","FeatureItem","Task147","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task146","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 14: Debug Config & Customization","148","Debug Work","Global","Global","FeatureItem","Task148","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task147","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 14: Debug Config & Customization","149","Debug Work","Global","Global","FeatureItem","Task149","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task148","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 14: Debug Config & Customization","150","Debug Work","Global","Global","FeatureItem","Task150","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task149","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 14: Debug Config & Customization","151","Debug Work","Bluelock","Project","RoadmapItem","Task151","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task144","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 14: Debug Config & Customization","152","Debug Work","CycleBorn","Project","RoadmapItem","Task152","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task151","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 14: Debug Config & Customization","153","Debug Work","CycleBorn","Project","RoadmapItem","Task153","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task152","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 15: Debug Match Flow","154","Debug Work","Global","Global","FeatureItem","Task154","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task150","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 15: Debug Match Flow","155","Debug Work","Global","Global","FeatureItem","Task155","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task154","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 15: Debug Match Flow","156","Debug Work","Global","Global","FeatureItem","Task156","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task155","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 15: Debug Match Flow","157","Debug Work","Global","Global","FeatureItem","Task157","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task156","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 15: Debug Match Flow","158","Debug Work","Global","Global","FeatureItem","Task158","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task157","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 15: Debug Match Flow","159","Debug Work","Global","Global","FeatureItem","Task159","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task158","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 15: Debug Match Flow","160","Debug Work","CycleBorn","Project","RoadmapItem","Task160","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task153","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 15: Debug Match Flow","161","Debug Work","CycleBorn","Project","RoadmapItem","Task161","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task160","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 16: Debug Economy & Rewards","162","Debug Work","Global","Global","FeatureItem","Task162","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task159","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 16: Debug Economy & Rewards","163","Debug Work","Global","Global","FeatureItem","Task163","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task162","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 16: Debug Economy & Rewards","164","Debug Work","Global","Global","FeatureItem","Task164","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task163","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 16: Debug Economy & Rewards","165","Debug Work","Global","Global","FeatureItem","Task165","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task164","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 16: Debug Economy & Rewards","166","Debug Work","Global","Global","FeatureItem","Task166","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task165","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 16: Debug Economy & Rewards","167","Debug Work","Global","Global","FeatureItem","Task167","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task166","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 16: Debug Economy & Rewards","168","Debug Work","Swapkits","Project","RoadmapItem","Task168","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task161","Swapkits/**;Swapkits/Swapkits.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 16: Debug Economy & Rewards","169","Debug Work","Swapkits","Project","RoadmapItem","Task169","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task168","Swapkits/**;Swapkits/Swapkits.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 17: Debug Anti-Cheat","170","Debug Work","Global","Global","FeatureItem","Task170","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task167","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 17: Debug Anti-Cheat","171","Debug Work","Global","Global","FeatureItem","Task171","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task170","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 17: Debug Anti-Cheat","172","Debug Work","Global","Global","FeatureItem","Task172","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task171","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 17: Debug Anti-Cheat","173","Debug Work","Global","Global","FeatureItem","Task173","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task172","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 17: Debug Anti-Cheat","174","Debug Work","Global","Global","FeatureItem","Task174","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task173","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 17: Debug Anti-Cheat","175","Debug Work","Global","Global","FeatureItem","Task175","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task174","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 17: Debug Anti-Cheat","176","Debug Work","VAutoTraps","Project","RoadmapItem","Task176","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task169","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 17: Debug Anti-Cheat","177","Debug Work","VAutoTraps","Project","RoadmapItem","Task177","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task176","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 18: Debug Admin Tools","178","Debug Work","Global","Global","FeatureItem","Task178","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task175","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
